1619253,0	99,7	9321,0	5979,0	153,8	46668,4	56703,1
1041316,0	99,7	5511,0	3847,7	106,3	56305,5	62540,2
3293834,0	100,4	28194,0	39231,4	732,2	444549,7	462332,3
4346727,0	101,3	28731,0	54468,8	849,3	575698,9	597195,6
1263358,0	99,4	6645,0	4435,1	119,6	31661,6	37970,0
1256908,0	99,7	6024,0	2946,9	83,8	30026,3	36977,5
1776958,0	100,3	14777,0	13815,3	287,7	113538,4	124887,0
1382362,0	100,0	7996,0	3302,1	90,6	41484,2	53704,3
1725121,0	99,9	18676,0	18756,8	362,6	231394,7	246177,7
988187,0	100,1	7381,0	3605,7	99,6	45902,9	50941,0
2240786,0	101,3	11385,0	19201,2	332,8	104236,0	115668,1
2539153,0	100,2	18762,0	15268,9	350,1	131081,6	144168,0
1168860,0	100,7	10767,0	6029,0	130,1	54129,6	60505,6
2396266,0	100,9	26016,0	15806,0	343,6	136354,6	151549,3
1459015,0	99,6	10129,0	10728,6	230,1	111210,8	120084,0
1158614,0	99,3	5174,0	3455,4	90,6	28481,4	33761,1
1133904,0	99,5	5817,0	5302,8	123,6	34544,4	39266,1
1073721,0	99,2	5234,0	2817,0	80,7	50027,9	54943,6
2737836,0	99,6	26086,0	19479,9	434,1	162395,7	184605,7
1073223,0	100,5	8104,0	3076,5	91,4	26993,7	32571,7
1307799,0	100,0	6925,0	4116,2	113,2	34909,4	41791,0
1260743,0	100,3	7931,0	5654,3	141,9	60373,9	69263,7
908545,0	99,9	4160,0	1781,6	54,5	12554,4	18875,0
1067872,0	99,4	6220,0	3817,3	107,2	33387,9	39254,4
